id,age,gender,region,income_level,education_level,daily_role,device_hours_per_day,phone_unlocks,notifications_per_day,social_media_mins,study_mins,physical_activity_days,sleep_hours,sleep_quality,anxiety_score,depression_score,stress_level,happiness_score,focus_score,high_risk_flag,device_type,productivity_score,digital_dependence_score
2966,22,Male,Europe,Low,High School,Full-time Employee,3.02,71,68,204,0,3.0,7.641369949573163,2.923081352927255,6.0,6.0,2.9756699717666137,8.7,53.0,0,Laptop,62.0,12.7
2967,30,Male,Europe,Lower-Mid,Bachelor,Part-time/Shift,6.68,135,335,56,90,5.0,8.019837204747482,3.135793710926922,5.0,8.0,1.0,9.0,46.0,0,Android,69.0,34.2
2968,42,Female,Europe,Low,High School,Part-time/Shift,7.56,166,723,6,0,7.0,7.367183472374864,3.2844054626129475,12.072192683334034,15.0,2.6938330054579542,8.3,3.0,0,Android,59.0,50.1
2969,19,Female,Europe,Lower-Mid,High School,Full-time Employee,4.53,75,398,73,189,4.0,8.303570634808983,4.077906891751322,9.799671883373618,0.0,1.0,8.2,41.0,0,iPhone,47.0,25.2
2970,45,Female,North America,Lower-Mid,Master,Full-time Employee,5.02,67,299,211,0,3.0,10.07586973926371,3.964983533665317,9.565620570128353,8.0,4.080890770705997,9.6,43.0,0,Laptop,68.0,24.9
2971,24,Male,South America,Upper-Mid,Bachelor,Student,11.09,172,155,62,167,3.0,6.160776998805033,2.035278851079883,15.0,12.0,4.960027529176569,4.1,68.0,0,Laptop,46.0,43.3
2972,22,Male,Asia,High,Bachelor,Part-time/Shift,5.43,134,495,115,0,5.0,8.276814568667941,3.1157511919824668,7.0,8.0,1.8090938179757616,4.5,32.0,0,Android,64.0,34.6
2974,21,Male,Asia,Low,Bachelor,Full-time Employee,7.84,187,227,86,121,2.0,5.971854808861844,1.8389836378312887,1.0,15.0,2.06407008514468,0.8,59.0,0,iPhone,85.0,37.3
2975,18,Male,South America,Lower-Mid,High School,Student,7.1,155,134,67,20,5.0,5.700959624184433,3.168583087398736,4.0,8.0,5.719316149454277,5.5,52.0,0,Android,74.0,30.5
2976,27,Male,Asia,Low,Master,Unemployed_Looking,9.17,195,406,161,100,3.0,5.905324843897309,1.9735214318389804,8.0,15.0,10.0,0.0,29.0,0,Laptop,66.0,46.7
2977,41,Female,North America,Lower-Mid,High School,Unemployed_Looking,4.87,92,554,140,188,6.0,8.09916389817287,2.243380100567669,4.559937929959635,10.0,9.807587357905373,6.1,14.0,0,Android,78.0,32.6
2978,37,Female,Africa,Low,Bachelor,Unemployed_Looking,8.35,183,365,186,95,3.0,5.554877593410162,1.0026964997025938,2.754763443005004,7.0,1.030954298786164,6.5,22.0,0,Android,57.0,43.9
2979,14,Male,North America,Lower-Mid,High School,Student,7.85,155,151,70,251,2.0,7.019287121426967,1.7911632385061844,6.0,10.0,5.107207325949628,6.8,58.0,0,Android,70.0,32.4
2980,30,Female,Middle East,Lower-Mid,Bachelor,Full-time Employee,7.45,212,443,193,113,2.0,5.843139071534927,2.8351516010932043,0.0,5.0,4.156246389489236,7.3,29.0,0,Laptop,67.0,45.3
2983,34,Male,Europe,Lower-Mid,Master,Part-time/Shift,4.54,49,464,27,195,2.0,10.701071086004504,2.87113796481555,2.0,8.0,1.0,8.8,42.0,0,Tablet,72.0,25.3
2984,33,Male,Europe,Lower-Mid,Bachelor,Full-time Employee,6.55,135,204,89,189,5.0,7.780396553987866,2.1817671416655102,8.0,9.0,2.738725440793855,6.9,61.0,0,iPhone,68.0,30.8
2985,37,Male,Europe,Lower-Mid,PhD,Full-time Employee,3.47,50,437,101,199,2.0,7.177716576245994,3.9520798487635713,1.0,6.0,1.0761739500392165,9.6,32.0,0,iPhone,48.0,23.1
2986,25,Female,Africa,Upper-Mid,Master,Student,10.74,188,734,64,0,3.0,7.196159006188074,1.0,11.999058071896556,12.0,5.049348910626079,1.1,0.0,0,Android,55.0,58.4
2987,28,Female,North America,Low,Master,Full-time Employee,5.88,103,329,121,92,5.0,7.450182075111429,3.1192456188684137,6.707173130567439,8.0,1.0,9.2,39.0,0,iPhone,64.0,29.3
2988,43,Male,Africa,Upper-Mid,High School,Full-time Employee,4.26,47,104,85,0,6.0,9.947515668854738,4.1764226193285445,8.0,1.0,1.0,8.9,51.0,0,Tablet,66.0,16.4
2992,43,Male,Asia,High,Bachelor,Unemployed_Looking,8.24,110,236,0,72,2.0,6.087449792992263,1.932077667443504,8.0,15.0,1.245545822747954,7.7,44.0,0,Tablet,71.0,34.3
2993,30,Male,Africa,Upper-Mid,Bachelor,Unemployed_Looking,4.71,99,158,49,335,2.0,6.57342883915745,2.777049828590924,0.0,0.0,10.0,3.0,59.0,0,Android,66.0,22.0
2994,31,Female,Middle East,Low,Master,Part-time/Shift,5.35,81,210,74,124,4.0,6.755768271765196,3.044297770956037,6.899896252188634,4.0,4.957383065766077,4.6,61.0,0,Tablet,63.0,23.5
2995,25,Female,Africa,Upper-Mid,Bachelor,Full-time Employee,8.11,160,387,12,0,0.0,5.952304086617235,1.0,6.349776994930346,16.0,1.3091841239127453,9.5,42.0,0,Tablet,55.0,40.9
2996,19,Male,South America,Low,Bachelor,Full-time Employee,8.04,193,201,360,0,1.0,6.431375469862469,1.0,4.0,12.0,1.2614143357392194,9.2,49.0,0,Android,65.29930112427833,38.0
2997,23,Female,North America,Lower-Mid,Bachelor,Full-time Employee,8.96,177,586,348,36,3.0,5.403607004269164,2.029002465659299,5.213341911282419,8.0,6.121544322716503,5.8,0.0,0,Android,68.0,49.0
2999,32,Male,Africa,Upper-Mid,Bachelor,Part-time/Shift,4.83,108,217,252,203,4.0,7.285024324878981,2.060671191709991,7.0,11.0,9.990868858627552,2.2,47.0,0,Laptop,68.0,24.7
3001,23,Female,Africa,Low,Master,Student,3.16,70,637,106,205,7.0,8.484091155198296,4.236616521249841,7.538557506462183,1.0,4.584042374364446,7.4,15.0,0,iPhone,46.0,28.0
3002,27,Male,North America,Upper-Mid,Bachelor,Student,3.58,77,100,47,245,5.0,8.980159084887301,3.1680842405478016,2.0,3.0,1.0,8.3,65.0,0,iPhone,56.0,16.0
3003,31,Male,Europe,Lower-Mid,Bachelor,Full-time Employee,2.84,77,179,21,120,1.0,10.001025362174236,2.856362001557652,8.0,0.0,3.3590869680694406,5.1,82.0,0,Laptop,61.0,16.5
3004,34,Female,South America,Upper-Mid,Master,Part-time/Shift,11.74,147,157,190,236,4.0,5.6162870283648125,3.053246463647917,8.0,9.0,2.927189941675376,1.8,49.0,0,iPhone,84.0,42.6
3005,35,Female,Europe,Upper-Mid,Master,Part-time/Shift,6.81,176,360,44,2,3.0,6.012056560293439,2.910664162609215,12.897307786245332,11.0,1.9663904882373413,9.4,48.0,0,Tablet,71.0,39.0
3006,20,Female,South America,Low,High School,Unemployed_Looking,9.81,210,244,38,343,0.0,8.494813133879704,1.7345766717812208,9.688742382159395,7.0,1.2272428854908564,8.2,50.0,0,Laptop,52.0,45.2
3007,20,Male,Middle East,Lower-Mid,High School,Student,6.15,175,161,198,225,7.0,8.945604636190685,3.354440697161881,6.0,7.0,9.65227189722193,6.2,51.0,0,Android,70.0,31.0
3009,40,Female,Europe,Lower-Mid,Bachelor,Unemployed_Looking,6.16,70,64,17,224,3.0,8.35777864118282,2.956204978124839,5.596373554903959,7.0,1.0,8.2,91.0,0,iPhone,76.0,21.2
3011,16,Male,Asia,Lower-Mid,High School,Student,5.76,208,741,230,147,0.0,7.682683629472012,2.774404623928599,1.0,6.0,5.323075925581176,6.8,4.0,0,iPhone,64.0,47.4
3012,29,Female,Europe,Upper-Mid,High School,Full-time Employee,8.81,150,187,94,128,5.0,6.428452706531568,2.118011507111901,6.408615733299348,12.0,1.0,10.0,76.0,0,iPhone,78.0,36.4
3013,21,Male,Asia,Low,Bachelor,Student,5.05,101,454,298,146,2.0,8.661992461811485,3.939307763222428,0.0,4.0,1.0,9.1,18.0,0,Android,52.0,30.1
3014,23,Female,Europe,High,Bachelor,Part-time/Shift,8.24,149,59,57,0,2.0,7.165384290977702,1.9062093423952573,11.42309138164014,13.0,8.115716139103117,8.8,41.59859976662777,0,Tablet,51.0,31.9
3016,24,Male,Asia,Low,Bachelor,Full-time Employee,2.83,49,238,60,77,3.0,6.919915760802789,3.974952592774104,5.0,3.0,1.129400712019794,9.2,70.0,0,Tablet,75.0,14.5
3017,25,Male,North America,Upper-Mid,Master,Full-time Employee,2.23,57,105,196,102,3.0,9.172031673473793,4.037457293093851,5.0,0.0,1.0,10.0,68.0,0,Android,50.0,11.2
3019,47,Female,Africa,Upper-Mid,High School,Caregiver/Home,6.47,92,338,28,94,4.0,8.305313588488833,4.000184760165624,9.362893759110868,6.0,1.0,8.7,41.0,0,Android,60.0,31.9
3020,19,Male,Middle East,Low,High School,Part-time/Shift,8.19,147,150,108,123,4.0,5.961254163789604,2.97249280990806,1.0,6.0,4.943067748579719,9.3,81.0,0,iPhone,71.0,36.68415185296776
3022,27,Female,Asia,Low,Bachelor,Full-time Employee,7.59,156,444,348,127,2.0,6.585941361254877,2.871648918055828,5.90652971968204,9.0,5.147736152491538,9.0,13.0,0,Tablet,60.0,40.8
3023,46,Female,Middle East,High,High School,Full-time Employee,4.78,65,552,400,74,2.0,7.457976638679096,4.933155687940239,7.597345651302465,6.0,2.182210699426621,9.2,6.0,0,iPhone,61.0,31.0
3026,28,Male,Europe,Lower-Mid,High School,Full-time Employee,4.85,107,127,130,159,5.0,7.95345176407557,3.0649520513925914,6.0,5.0,1.848188460952236,9.6,71.0,0,Tablet,61.0,22.2
3027,20,Male,North America,Low,High School,Student,4.49,129,103,234,61,5.0,8.583802507408048,4.248383966562493,1.0,4.0,9.804190775510282,4.0,51.0,0,iPhone,67.0,21.7
3028,29,Male,North America,Lower-Mid,Master,Full-time Employee,7.68,145,414,388,194,4.0,9.13819529043767,4.138200946175616,3.0,9.0,5.920152099838552,6.4,10.0,0,Laptop,65.29930112427833,39.2
3029,20,Female,South America,Lower-Mid,Bachelor,Full-time Employee,3.63,111,273,262,195,1.0,9.000997460340763,3.819329400017018,11.226749645751072,3.0,10.0,2.9,44.0,0,Android,60.0,22.7
3030,34,Male,Asia,Lower-Mid,Bachelor,Full-time Employee,7.95,117,208,95,39,6.0,7.954702674703017,1.1293096287929294,2.0,16.0,1.0,9.2,66.0,0,iPhone,65.0,32.9
3032,20,Male,North America,Upper-Mid,Bachelor,Student,3.19,68,457,55,63,2.0,7.246976851113747,1.872813683245052,3.0,4.0,1.1753558812194986,9.9,37.0,0,Android,58.0,22.7
3033,32,Male,Asia,High,Master,Full-time Employee,7.26,147,374,342,93,4.0,7.846824001270611,2.9882106571853466,6.0,10.0,3.929365253184483,4.0,23.0,0,Laptop,70.0,37.7
3034,20,Male,North America,Upper-Mid,Bachelor,Student,9.14,248,225,162,40,5.0,7.556980990102946,1.1463601432970232,7.0,16.0,1.695924103089506,6.2,41.59859976662777,0,iPhone,55.0,46.3
3035,31,Male,North America,Upper-Mid,High School,Unemployed_Looking,5.47,126,443,18,0,2.0,6.717779706188716,3.850973574651594,5.0,7.0,1.1463018317621414,8.1,32.0,0,iPhone,66.0,33.5
3037,22,Female,South America,Low,Bachelor,Part-time/Shift,0.99,45,142,123,162,2.0,8.618645349104952,3.881971799415759,8.892581343168612,3.0,10.0,3.6,39.0,0,Tablet,62.0,7.6
3038,19,Female,North America,Lower-Mid,Bachelor,Full-time Employee,4.47,84,114,132,0,3.0,7.724658271703079,2.9432949333058493,3.9703669884341526,7.0,1.0,8.4,66.0,0,Tablet,67.0,18.1
3039,15,Male,Asia,Lower-Mid,High School,Student,4.31,92,291,98,115,5.0,6.562661643538534,3.2357174927901524,7.0,1.0,2.728616206753891,2.6,44.0,0,Laptop,55.0,22.8
3040,15,Female,Europe,Lower-Mid,High School,Student,4.4,125,67,62,59,2.0,6.88139502606957,3.865369999494399,4.5412219767104665,4.0,9.193760890065708,5.6,83.0,0,Tablet,63.0,19.9
3041,49,Female,North America,Upper-Mid,Master,Caregiver/Home,6.99,163,784,0,43,3.0,8.59810512159474,2.9940844253108585,4.146797281070953,6.0,9.01539097582242,6.6,9.0,0,Laptop,71.0,50.3
3043,27,Female,Asia,High,High School,Part-time/Shift,4.27,103,60,81,75,7.0,8.263677065326165,3.3092164603911107,4.195159986114559,8.0,1.0,8.1,72.0,0,Android,59.0,18.8
3044,31,Female,Asia,High,Master,Part-time/Shift,5.3,102,751,36,178,4.0,8.876196632470903,3.0733794385184394,6.388931519005578,7.0,8.930281696154255,9.0,6.0,0,Laptop,67.0,38.8
3045,39,Female,Europe,Lower-Mid,Master,Full-time Employee,12.73,244,149,140,64,0.0,4.653178541002296,1.0,13.0,16.0,6.320875246897322,6.6,57.0,0,Android,72.0,53.7
3050,19,Male,North America,Low,Bachelor,Student,2.61,145,152,163,204,4.0,9.046801417129906,4.006335124254859,5.0,0.0,2.963603459968309,9.2,65.0,0,Android,77.0,19.5
3051,23,Male,Asia,Lower-Mid,Bachelor,Part-time/Shift,3.3,121,243,163,60,3.0,8.488099944510445,1.9689969558701248,6.0,4.0,5.990334483096907,7.0,60.0,0,iPhone,51.0,22.5
3052,16,Male,North America,Lower-Mid,High School,Student,5.08,104,272,185,191,2.0,7.37710861886102,3.904219099907653,5.0,2.0,6.047481507724326,8.5,52.0,0,Tablet,58.0,25.1
3053,32,Female,North America,Lower-Mid,PhD,Full-time Employee,5.77,86,106,51,1,3.0,6.5594316077074994,4.992148602569775,1.0,0.0,1.231366349453398,9.8,64.0,0,Tablet,62.0,22.4
3054,41,Female,Africa,High,Bachelor,Caregiver/Home,9.26,138,506,191,294,1.0,8.448094200102968,1.82128532619713,11.951490465876883,7.0,5.208083466527541,3.1,0.0,0,Tablet,57.0,46.3
3055,23,Male,Africa,Low,Bachelor,Full-time Employee,7.15,223,369,125,202,7.0,7.331238711078608,3.2799311984557407,5.0,12.0,9.661101440517204,2.4,36.0,0,Android,82.0,42.6
3056,23,Male,Middle East,Low,Bachelor,Unemployed_Looking,7.85,117,389,114,188,2.0,6.798773697881682,2.8893017359845814,4.0,4.0,3.2989494424397745,9.8,49.0,0,Tablet,56.0,36.5
3058,27,Female,North America,Lower-Mid,High School,Full-time Employee,10.31,220,467,152,38,2.0,6.852320629322899,2.907816930694705,5.120429528356146,9.0,3.1197569337679605,8.2,26.0,0,Tablet,67.0,53.1
3059,31,Male,Middle East,Upper-Mid,High School,Full-time Employee,5.4,128,433,55,136,6.0,9.222470278505432,2.200637894135703,0.0,7.0,4.7123716149553125,8.0,49.0,0,Laptop,53.0,36.68415185296776
3060,22,Female,Middle East,Low,Bachelor,Full-time Employee,6.76,120,131,97,163,0.0,8.181169555337078,3.7414144908607336,7.6317417202755795,8.0,4.290209497153079,9.6,73.0,0,Laptop,61.0,36.68415185296776
3061,16,Female,South America,Low,High School,Student,4.64,143,474,89,112,2.0,6.5524155177542,2.942195883313504,7.063642119419341,9.0,7.214328072630784,5.9,25.0,0,Android,68.0,32.3
3063,31,Male,Africa,High,High School,Full-time Employee,8.81,103,87,256,153,4.0,5.089053202314031,2.081759787383417,5.0,7.0,5.889612576755203,9.3,56.0,0,iPhone,64.0,30.4
3064,46,Female,Europe,Lower-Mid,High School,Unemployed_Looking,6.58,137,190,20,84,0.0,8.40791832471526,3.734046952945129,3.534297149286356,1.0,10.0,7.6,56.0,0,iPhone,60.0,32.1
3065,31,Male,South America,Low,PhD,Full-time Employee,8.56,173,129,130,74,3.0,6.41611146026758,3.073100054720173,3.0,6.0,2.9315808013320583,7.2,60.0,0,Laptop,50.0,37.2
3066,31,Female,Europe,High,Bachelor,Part-time/Shift,4.02,50,66,146,131,2.0,7.907101760848237,3.881340714721201,4.1761753868568245,0.0,5.222713478778501,8.5,85.0,0,Laptop,68.0,13.9
3068,18,Female,South America,Low,Bachelor,Full-time Employee,3.28,90,370,175,174,0.0,6.707789910465893,3.733154116538659,7.924365841868362,0.0,10.0,0.2,46.0,0,Android,65.0,22.2
3069,29,Female,Africa,High,Bachelor,Full-time Employee,6.28,101,212,76,214,4.0,8.417102761308637,2.982509792922218,4.244148937340737,6.0,3.8649307521471545,4.0,68.0,0,Android,67.0,27.1
3070,32,Female,Asia,Upper-Mid,Bachelor,Full-time Employee,8.76,176,225,259,137,3.0,6.245082057921056,2.9460059199651774,4.391163442863105,8.0,7.920199252080801,5.2,43.0,0,Laptop,72.0,39.9
3071,21,Male,South America,Lower-Mid,Bachelor,Full-time Employee,9.62,205,352,29,129,6.0,7.409716512944411,2.2557178608028288,4.0,11.0,9.794750011935053,0.6,47.0,0,Laptop,52.0,47.2
3072,21,Male,Europe,Lower-Mid,High School,Student,7.87,186,94,292,114,3.0,6.93317499688302,2.950405651710721,4.0,8.0,6.040642623304932,1.9,68.0,0,iPhone,82.0,34.0
3075,44,Female,Asia,High,Bachelor,Part-time/Shift,6.95,101,277,213,107,3.0,9.40735590482142,1.917423559843584,9.13067780693652,8.0,10.0,1.1,36.0,0,Laptop,58.0,32.1
3076,34,Female,Europe,Low,Master,Full-time Employee,4.86,76,53,57,9,4.0,6.781157995439452,3.0585159049677286,7.819142799072071,0.0,3.9878304963457936,5.8,92.0,0,Android,83.0,17.6
3077,16,Male,Europe,Lower-Mid,High School,Student,10.93,208,421,135,271,7.0,6.358719930082214,1.369136303198068,11.0,16.0,1.0,5.2,0.0,0,iPhone,73.0,51.2
3081,22,Female,North America,Lower-Mid,Bachelor,Full-time Employee,2.37,67,284,157,4,1.0,7.720225712912093,2.8051127708658417,10.069010011240415,1.0,10.0,7.3,39.0,0,Laptop,77.0,15.9
3082,23,Female,Middle East,High,Master,Student,8.62,167,288,324,146,2.0,6.635978843738922,1.0,3.837690064509186,21.0,9.13541059753964,2.7,31.0,0,iPhone,66.0,39.7
3084,21,Female,Europe,Low,Bachelor,Student,5.74,110,74,42,27,5.0,8.712514852978986,3.0854654203203418,10.68693289229218,10.0,8.931673592352473,8.0,78.0,0,Laptop,54.0,22.8
3085,42,Female,South America,Upper-Mid,Bachelor,Full-time Employee,3.72,82,257,31,108,3.0,8.345936338862371,3.906704226280537,9.90028002113176,8.0,4.9849238416610495,8.7,55.0,0,Android,63.0,22.0
3087,30,Male,Africa,High,Bachelor,Full-time Employee,4.15,117,90,64,0,6.0,7.973507884571105,3.107096290780088,2.0,2.0,7.713067141116532,0.0,66.0,0,Laptop,65.29930112427833,20.5
3090,24,Male,Africa,Low,Bachelor,Student,11.84,250,200,27,121,3.0,8.125068706211588,1.0,13.0,17.0,2.8166512099813645,8.6,67.0,0,Laptop,66.0,52.2
3091,32,Female,Africa,Upper-Mid,Master,Part-time/Shift,4.17,86,205,88,26,2.0,8.717362535889611,2.836430367739673,4.849270967704404,5.0,3.985062113133556,9.0,59.0,0,Laptop,47.0,21.5
3092,32,Male,Europe,Lower-Mid,High School,Full-time Employee,8.26,186,645,109,58,6.0,7.769725747518308,2.1325855499592485,1.0,12.0,9.759927332316575,3.4,16.0,0,Tablet,73.0,50.2
3093,31,Male,Asia,Upper-Mid,High School,Unemployed_Looking,7.36,195,191,47,191,3.0,6.134782072837017,1.9446201906779563,7.0,11.0,9.079445196239403,1.4,70.0,0,Tablet,65.29930112427833,37.4
3094,31,Male,North America,Upper-Mid,Bachelor,Part-time/Shift,8.13,157,59,151,48,3.0,6.591215557126095,2.003296397558131,9.0,13.0,2.986273111714951,4.9,69.0,0,Android,69.0,32.5
3095,33,Male,Asia,Lower-Mid,Bachelor,Full-time Employee,8.31,130,311,23,32,2.0,7.708066702847886,2.8923089130164104,2.0,7.0,10.0,3.7,51.0,0,iPhone,56.0,37.6
3096,16,Female,South America,Lower-Mid,High School,Student,8.67,165,115,363,155,5.0,6.644284219012627,2.079634687179913,8.388166255822512,9.0,1.6217393804248916,9.4,54.0,0,Android,78.0,34.3
3097,14,Male,Africa,Lower-Mid,High School,Student,4.61,119,258,102,196,0.0,7.623114198973859,4.789796683183685,5.0,2.0,6.413376111889835,9.9,50.0,0,Android,75.0,24.3
3098,31,Male,Middle East,Upper-Mid,High School,Full-time Employee,4.18,86,169,120,98,1.0,7.706440934219581,3.8964902539566952,6.0,1.0,10.0,1.4,64.0,0,iPhone,71.0,19.9
3099,19,Female,Middle East,Low,Bachelor,Student,5.08,144,332,117,102,7.0,8.732579632165276,4.280248990927437,10.708433420867996,5.0,2.6075766395624065,7.7,54.0,0,Tablet,64.0,36.68415185296776
3100,38,Female,North America,Low,PhD,Full-time Employee,6.62,119,547,365,73,5.0,7.869604059641545,3.1372765071145183,5.391428778916915,14.0,1.0,7.7,0.0,0,Android,71.0,38.8
3101,29,Male,South America,Lower-Mid,Bachelor,Unemployed_Looking,5.37,80,111,369,102,4.0,9.42178325649431,1.976482584156418,3.0,8.0,1.0,8.6,39.0,0,Laptop,65.29930112427833,20.9
3103,21,Male,Europe,Upper-Mid,Bachelor,Full-time Employee,6.6,147,145,110,10,3.0,8.509172549221784,2.9975623736411845,7.0,2.0,2.887355060126656,8.2,88.0,0,iPhone,81.0,29.0
3106,37,Female,Asia,Lower-Mid,PhD,Full-time Employee,10.77,199,123,18,38,4.0,6.594855268175463,1.0382128429140705,13.994608775152985,16.0,1.8279710692597568,7.9,72.0,0,Laptop,69.0,44.5
3107,44,Female,Asia,High,High School,Full-time Employee,3.51,68,188,330,66,1.0,9.543930992876456,2.7899105507203905,6.874312613258177,5.0,1.0,9.8,44.0,0,Laptop,52.0,18.9
3111,37,Female,North America,Low,Master,Full-time Employee,2.84,65,232,53,0,5.0,7.780846859487413,3.1280921861942548,10.086254375921326,4.0,9.784333122932749,0.0,61.0,0,Tablet,53.0,17.6
3112,14,Male,Africa,Low,High School,Student,7.26,117,139,122,0,1.0,6.523323601456666,1.8297698643289029,3.0,10.0,1.1094543011361753,9.3,74.0,0,Android,62.0,27.8
3114,34,Male,Europe,Lower-Mid,High School,Full-time Employee,7.66,180,129,235,62,1.0,7.2479405686408604,2.7883044353493744,1.0,2.0,4.212505145156383,8.1,55.0,0,Android,53.0,35.9
3115,17,Male,Asia,Lower-Mid,High School,Student,5.88,107,438,219,102,4.0,8.366104331213556,3.0294052962971203,3.0,4.0,9.93714216760676,1.9,34.0,0,Android,69.0,31.3
3116,23,Female,Europe,Lower-Mid,Bachelor,Full-time Employee,4.51,57,341,119,67,3.0,6.126764191159273,4.948087876064276,7.170155792594805,0.0,9.98888954842442,8.9,53.0,0,Android,68.0,22.0
3118,33,Male,Europe,Low,Master,Full-time Employee,2.85,80,190,384,6,1.0,5.870330239663204,2.818721225448308,5.0,5.0,3.299877751944228,8.0,43.0,0,Android,57.0,17.3
3121,13,Female,Europe,Low,High School,Student,4.84,89,561,131,189,7.0,7.569881360050927,2.2770790049108194,12.797744481510936,7.0,3.597076060589843,8.7,0.0,0,Android,60.0,30.3
3122,22,Male,North America,Lower-Mid,Bachelor,Part-time/Shift,4.94,77,296,67,228,2.0,8.512291616046465,3.9888038899178033,4.0,8.0,1.0,9.8,50.0,0,iPhone,59.0,23.7
3125,20,Female,South America,Upper-Mid,High School,Part-time/Shift,6.63,154,261,128,265,7.0,6.150474392343764,4.281433500199004,5.260813275252152,7.0,1.0,8.4,35.0,0,Android,65.29930112427833,33.0
3126,14,Female,South America,Lower-Mid,High School,Student,5.14,105,79,161,34,5.0,6.012363636843279,3.1524709344189525,7.734956979966709,6.0,1.0,8.3,72.0,0,Tablet,72.0,19.9
3128,35,Female,Asia,Upper-Mid,Bachelor,Part-time/Shift,6.77,149,56,145,53,2.0,8.328003120283004,1.850700728538571,7.757790449078191,6.0,1.1487644309610228,9.5,60.0,0,Tablet,78.0,28.7
3129,40,Female,Asia,Low,High School,Full-time Employee,6.16,95,114,148,182,5.0,6.0967770418667655,2.161375669963343,7.552877695169176,10.0,1.0,8.6,60.0,0,Android,66.0,24.9
3130,34,Male,Africa,Low,Bachelor,Full-time Employee,10.11,202,701,96,109,0.0,7.405388053264061,2.684980246629233,6.0,12.0,6.151528523857594,3.9,2.0,0,iPhone,61.0,57.9
3131,36,Female,North America,Upper-Mid,Bachelor,Part-time/Shift,5.42,113,337,25,26,3.0,7.439432413609478,3.040541693559946,3.064988141749331,13.0,5.002091239297122,8.2,58.0,0,Laptop,64.0,30.1
3132,30,Female,Europe,Low,Master,Full-time Employee,4.38,78,391,211,68,3.0,7.601665142051931,2.949346194798681,4.76882683390987,1.0,1.0,9.7,21.0,0,Tablet,65.0,25.4
3133,16,Male,South America,Lower-Mid,High School,Student,8.63,190,252,163,76,5.0,6.728967329495687,2.086841001867556,5.0,14.0,1.0,4.5,43.0,0,Tablet,48.0,40.7
3137,25,Male,North America,Lower-Mid,Bachelor,Full-time Employee,7.23,156,368,64,229,4.0,9.06248884986014,3.114946488299056,4.0,4.0,1.0,9.8,32.0,0,Laptop,75.0,37.4
3138,21,Female,Asia,Lower-Mid,Bachelor,Full-time Employee,5.87,104,116,132,31,0.0,6.731199834125045,1.0,3.145242681208346,12.0,1.338507661679551,9.4,67.0,0,Tablet,55.0,23.6
3139,19,Female,North America,Lower-Mid,Bachelor,Student,7.02,146,125,76,210,2.0,7.57667504578918,3.8460627971479977,9.097457296210871,9.0,6.17778592666566,8.7,77.0,0,iPhone,70.0,36.68415185296776
3140,15,Male,North America,Low,High School,Student,2.9,67,445,56,9,3.0,9.09303759081578,4.018959941444114,3.0,0.0,4.171411564566062,9.9,41.0,0,Android,62.0,21.1
3141,18,Male,South America,Lower-Mid,High School,Full-time Employee,8.18,196,181,168,102,5.0,5.350532725108641,1.0556361364694735,2.0,18.0,1.0,7.8,70.0,0,Tablet,65.29930112427833,37.7
3142,36,Female,North America,Lower-Mid,High School,Caregiver/Home,1.86,47,638,77,83,0.0,8.035666543763073,3.75363157054018,6.500719023767479,8.0,1.544042092000745,9.8,27.0,0,Android,44.0,24.3
3143,50,Female,South America,Low,High School,Full-time Employee,5.63,72,77,124,0,1.0,7.82002436163964,2.8087051930218774,3.1084006635527848,9.0,1.0,9.7,71.0,0,iPhone,64.0,21.7
3146,16,Male,Europe,Lower-Mid,High School,Student,6.69,141,101,172,149,1.0,7.6435986321838385,2.8407602550743385,2.0,6.0,6.278590508342413,8.3,49.0,0,Tablet,70.0,27.4
3150,31,Female,Europe,Upper-Mid,PhD,Full-time Employee,5.94,82,417,279,274,3.0,8.772144789470369,1.96898058768574,3.762265649843441,10.0,1.0,8.5,34.0,0,Android,56.0,30.4
3152,43,Male,Europe,High,High School,Unemployed_Looking,6.55,153,433,306,52,4.0,7.327557363580547,2.130069509321802,4.0,7.0,9.064317318979954,10.0,5.0,0,Laptop,61.0,39.3
3154,22,Male,South America,Upper-Mid,Bachelor,Full-time Employee,6.14,115,198,79,107,2.0,5.765884564971377,2.904037551294913,5.0,11.0,7.298967673892435,4.2,65.0,0,Laptop,61.0,27.2
3155,29,Female,Asia,Low,Bachelor,Full-time Employee,5.66,114,135,71,202,4.0,9.029513732458264,3.0560077795765315,4.591191955891588,4.0,1.0,8.2,65.0,0,Tablet,55.0,25.1
3156,29,Female,Africa,Low,Bachelor,Part-time/Shift,6.2,127,538,318,100,2.0,7.247359915153907,2.8115708090475167,4.604245696371158,6.0,2.1366143123679424,7.3,0.0,0,Tablet,49.0,38.0
3157,46,Female,Europe,Lower-Mid,PhD,Part-time/Shift,6.92,100,83,60,0,2.0,8.364111740884425,2.875333952263776,10.56851227329831,8.0,2.111578901575226,8.2,56.0,0,Laptop,53.0,27.2
3158,14,Female,North America,Low,High School,Student,6.18,93,230,176,176,7.0,8.080832762643334,2.3715641591805725,9.4362683700655,13.0,3.5706658068058283,5.4,40.0,0,Android,66.0,25.3
3159,34,Male,South America,Lower-Mid,Master,Part-time/Shift,6.5,71,716,10,122,3.0,8.376290086486677,3.934551580989544,3.0,6.0,2.0264158491245925,7.4,8.0,0,Tablet,78.0,38.1
